"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"67","US",24454438,"R3VIKSIT708SMI","B00FGI3CBU",279475761,"Kindle Fire HDX 7"" Screen Protector, ArmorSuit MilitaryShield - Lifetime Replacements - Anti-Bubble Ultra HD Premium Screen Protector For Kindle Fire HDX 7"" - Clear","PC",5,0,0,"N","Y","Really idiot proof!","I was hesitant to try putting a screen protector on my kindle fire after always ending up with bubbles with my phone screen protectors (generic brand protector), but this worked great! I did read the instructions and watch the video and it was so easy! Any small bubbles really did disappear after letting it set for 24 hrs! Absolutely recommend!",2015-08-31
"68","US",491750,"R1R2XGJQRCM3R9","B00PYVBGEO",781923386,"2in1 R5 Variation","PC",1,0,1,"N","Y","The item was defective. The bottom cover was too ...","The item was defective. The bottom cover was too big and the shipping it back cost almost as much as the item itself. It was not worth returning. Won't buy from here again.",2015-08-31
"69","US",38953775,"R16E0GPRBWUMX","B00KDRQEYQ",479473290,"Certified Refurbished Kindle E-reader, 6"" Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers (Previous Generation - 7th)","PC",3,0,0,"N","Y","I am having some problems with this Kindle. It's ...","I am having some problems with this Kindle.  It's freezing up ever so often and I just have to turn it completely off, wait a while before turning it back on and then it will work for a while longer.  May have to send it back....",2015-08-31
"70","US",48881148,"R1F74AJQ55TVFG","B005EIGUD4",60016101,"Sabrent USB 3.0 To 2.5-Inch SATA Hard Drive Enclosure Case (for 9.5mm, 12.5mm 2.5-Inch SATA-I, SATA-II, HDD and SSD) Black (EC-TB4P)","PC",4,0,0,"N","Y","Four Stars","good product",2015-08-31
"71","US",18659741,"R5RDOEHUT8YFY","B008POIBCM",71378727,"Wired Infrared Sensor Bar for Wii","PC",5,0,0,"N","Y","Five Stars","Delivered as promised. Thanks.",2015-08-31
"72","US",44080268,"R2RUAQ0M6MA30T","B005WUUFBW",708772551,"ASUS M5A78L-M LX PLUS AM3+ AMD 760G Micro ATX AMD Motherboard","PC",5,0,0,"N","Y","Five Stars","Exactly what i needed. Thanks!",2015-08-31
"73","US",24762271,"R2T3D9S8RDSSPZ","B00762YNMG",128033544,"Panda Ultra 150Mbps Wireless N USB Adapter - Windows XP/Vista/7/8/8.1/10, Mac OS X 10.4-10.10, Mint, Ubuntu, Fedora, openSUSE, BackTrack5 R3, Kali Linux and Raspberry Pi 1/Pi 2","PC",5,0,0,"N","Y","Small and Efficient","I received the item quickly. I installed it using the cd provided and it works great.  It is so small that I forget that it's there.<br /><br />I recommend these for anyone looking for wireless USB adapter.",2015-08-31
"74","US",45973708,"RA96EYNTG0TVH","B00H6YV44O",759421531,"Large ""Bitcoin Accepted Here"" Decal Sticker Vinyl UV Protection","PC",5,0,0,"N","Y","Great sticker. I put it on my Lunch pail ...","Great sticker. I put it on my Lunch pail at work, so when I'm with a Patient in back of an ambulance it gives a great conversation piece as I educate people about Bitcoin",2015-08-31
"75","US",17132043,"R74UR42LRX4CT","B00TKLH0VC",735679692,"Meffort Inc 11.6 Inch Neoprene Laptop Bag with Extra Side Pocket, Soft Carrying Handle & Removable Shoulder Strap for 10"" to 11.6"" Size Ultrabook Chromebook","PC",5,0,0,"N","Y","Excellent product and then some!","Fits my RCA Maven Pro 11.6&#34; with keyboard and has room in the front pocket for all my attachments (cords, headphones, etc.)  Beautiful print, seems to be well constructed.",2015-08-31
"76","US",35237777,"R36QB084FK8JP5","B003MVZ60S",26704042,"WD 1TB My Book AV DVR Expander External Hard Drive  - USB 2.0 - WDBABT0010HBK-NESN","PC",5,1,1,"N","Y","Five Stars","Excellent quick service and a good product !",2015-08-31
"77","US",25299181,"R38YHPDUNBRC03","B00CEFEZBE",866771171,"Sonnics 1TB - 1000GB - Pink - Portable External Hard Drive Storage - USB 2.0","PC",5,0,0,"N","Y","Five Stars","Awesome!!",2015-08-31
"78","US",42813748,"R20T2PX6DXVYB","B005C31GIA",72956803,"Cooler Master R4 Series Silent Case Fan","PC",2,0,0,"N","Y","Fool me twice....","I bought several of these in Oct,2013 and last March one began to fail. I quickly ordered a new one and not five months later it has begun to fail. Last time it wouldn't hold a higher RPM and quite rotating soon after that. I'm ordering another option quickly anticipating the same time line.",2015-08-31
"79","US",4601519,"R1VCJHYX83CPRO","B00U6DP6A0",139581258,"Mosiso MacBook Air 13 Case, Soft-Touch Plastic Hard Shell Snap On Cover for MacBook Air 13.3"" (A1466 & A1369), Yellow-1","PC",2,0,0,"N","Y","meh","on the corner it says Mosiso in ugly letters. It makes it seam cheap. Was excited about this purchase and now I don't think I'll ever use it.",2015-08-31
"80","US",24268096,"R33GKKCXZ2WWH","B00GWHRD82",659187596,"Zitrades CP2102 Module STC Download Cable USB 2.0 to TTL 6PIN Serial Converter For STC","PC",5,0,0,"N","Y","Works as expected","The 3.3VDC and 5.0VDC outputs work well.  I could not get it to work with the ESP8266 module that I bought on eBay.  I am not sure which is at fault.",2015-08-31
"81","US",15370970,"R1DV2UXC6I18PY","B00WDYQ7YY",535876328,"BAKTH Optical Gaming KEYBOARD","PC",5,1,1,"N","Y","Great Keyboard and Mouse!","Great Keyboard for the price! Love the different color options and the fact that the shortcut buttons still work with my iMac! The mouse is smooth and definitely a positive experience for a gamer.",2015-08-31
"82","US",10045830,"R9ACRH3UKFJ2M","B00IVPU7AO",90844071,"Samsung EVO 64GB 48/MB/s  Micro SDXC Memory Card with Adapter up to (MB-MP64DA/AM)","PC",5,0,0,"N","Y","Great for smartphones.","Great price for this amount of digital storage.",2015-08-31
"83","US",45650534,"R19G9Q4KXGMYM7","B00FXLIF7Q",841396428,"Fintie Folio Case for Kindle Fire HDX 8.9 - Slim Fit Leather Cover (will fit Amazon Kindle Fire HDX 8.9&quot; Tablet 2014 4th Generation and 2013 3rd Generation) - Violet","PC",5,0,0,"N","Y","Great cover","Love the purple cover. It keeps my kindle safe for taking pictures. I have another cover but have to move the kindle up to take photos.  This cover has opening for taking pictures.  I use this cover when traveling because it is sturdy and fits in my purse.  I am glad I purchased this cover and will purchase again the future.",2015-08-31
"84","US",28806697,"R1NURIG1W4AKUK","B00O3MI9ZE",36360261,"roocase iPad Air 2 Case - KidArmor Kid Proof EVA Series iPad Air 2 (2014) Shock Proof Convertible Handle with Kickstand Kids Friendly Protective Cover Case for Apple iPad Air 2 (2014), Magenta","PC",5,0,0,"N","Y","Best case ever!","I bought this for my 1 year old since her dad think it would be cool to give a 15 months old a ipad air. This case is life! My daughter has thrown her ipad quite a  few times but this case has it well protected & cushioned inside. I absolutely love it. Got the pink which is simple beautiful.",2015-08-31
"85","US",51179451,"R2CMRTS4FC7NND","B00A1ZTZOG",726891101,"PLUG","PC",5,0,0,"N","Y","Five Stars","Great product, performs well.",2015-08-31
"86","US",29211324,"R1JKWCEC8NNFZG","B00TIJMF02",433424763,"Value Solid State Drive","PC",4,0,0,"N","Y","Four Stars","nice pfoduct",2015-08-31
"87","US",37714229,"R2O88139WBHAWJ","B00KGV2HKE",821192091,"WATERFLY 12"" Inch Laptop Sleeves Computer Bag Netbook Notebook Briefcase for MacBook HP EliteBook Dell Latitude ASUS Microsoft Surface Pro","PC",5,0,0,"N","Y","Five Stars","Great",2015-08-31
"88","US",43857093,"R2Y4MG1YLNJCV7","B01082HUI4",768162224,"Kingston Digital 128GB microSDXC Class 10 Flash Card with Adapter","PC",1,0,1,"N","Y","lol waste","Doesn't work... Came all the way from china.. So I wont bother returning it",2015-08-31
"89","US",38225540,"R35E8KO046BGE3","B00HQODASC",223399108,"HP DisplayPort MALE to DisplayPort Cable MALE 6 Feet (6ft DP TO DP)","PC",5,1,1,"N","Y","Works great at high resolution!","Works great, have this connected from my Thinkpad X1 Carbon OneLink Docking Station to an Asus 27&#34; LCD running at 2560x1440.  No issues, image quality is perfect.",2015-08-31
"90","US",42085006,"RC4H7MT6Z899W","B00KPHXJ7O",288302192,"Safewatts 120 Watt AC Adapter Charger for ASUS G60VX, N53SN, N53SV, VX5, CS5111, ET2011ET series Notebook Computer","PC",5,0,0,"N","Y",":)","Good replacement",2015-08-31
"91","US",17595803,"R1NV4ZPOLR8J9N","B00C9TEL46",455838029,"Samsung D3 Desktop 2TB USB 3.0 External Hard Drive (STSHX-D201TDB)","PC",5,1,1,"N","Y","Perfect for my needs","I am in no way a &#34;techie,&#34; but I needed storage for photos and work documents. This was easy to set up, as the steps are very intuitive. Files are easy to access (it has a Windows-type interface with folders for your files). It was exactly what I was hoping to find.",2015-08-31
"92","US",51622441,"R1IRZI951LUFP9","B0111MRL4S",698991103,"NETGEAR N600 Dual Band Wi-Fi ADSL (Non-Cable) Modem Router  ADSL2+ Gigabit Ethernet (DGND3700)","PC",5,1,2,"N","N","Flawless DSL modem router","This NETGEAR DSL Modem Router works perfectly with my AT&T DSL.  I understand though that those who have U-Verse, this D7000 will not work, so please be aware.  After following the quick setup guide and entering in my AT&T username and password, I was connected without any issue.  I couldn't be more pleased with the easy setup and the overall experience.<br /><br />I waited a couple of weeks to make sure I didn't have any issue, and 2 weeks later, it is still running flawlessly.  I am so happy with my new DSL modem router.  Lastly, I received this DSL modem router as part of NETGEAR Friends and Family program.  Had I not received it from NETGEAR, I still would have bought one to use anyways.",2015-08-31
"93","US",11573173,"R371G71ZV56NQQ","B0030FMQ90",56847897,"2 Pack Black 10 ft Hi Speed USB 2.0 Printer Scanner Cable Type A Male to Type B Male For HP, Canon, Lexmark, Epson, Dell","PC",5,0,0,"N","Y","good product!","been using for months with no issues!",2015-08-31
"94","US",37293106,"R5YEF148GAVRP","B00H9BEC8E",324717476,"EasyAcc 10000mAh Power Bank Brilliant External Battery Pack for iPhone Samsung HTC LG Smartphones Tablets - Black and Orange","PC",5,0,0,"N","Y","Awesome charger.","Works great. Badges iPhone 6 Plus at least 2 full times.",2015-08-31
"95","US",9918269,"R1XHCJXLSAS61I","B00CE58ZYC",829179526,"Samsung SATA 1.5 Gb-s Optical Drive, Black SH-224DB/BEBE","PC",5,0,0,"N","Y","I like them!","Excellent drives at a reasonable price.",2015-08-31
"96","US",15553382,"R12HS6NXPUZMJR","B001AR6MI6",31174579,"StarTech 1ft Micro USB Cable","PC",1,3,4,"N","Y","Nice cable, but wrong style","I ordered the Right Angle cable, but received the Left Angle version. Yes, they are both 90-degrees, but one bends the opposite way. The bag was properly marked, &#34;Right Angle,&#34; but I received the &#34;Left Angle&#34; cable. I would say this is a StarTech (manufacturer) problem, but the bag is a zip lock style and was not permanently sealed, so it could have been switched afterward -- maybe a customer put it in the wrong bag and returned it to Amazon.<br /><br />The photo shows the one I got and the bag it came in. Notice the bag is marked Right Angle, but it is clearly the Left Angle version. I need the other one.<br /><br />Not sure what I'll get if I order Right Angle again... Maybe someone at Amazon or StarTech can grab another one, look at the cable in the bag, verify it's the correct one and send it.",2015-08-31
"97","US",466731,"R2I3UB5QK1RDIR","B005O6Z028",838770124,"Thrustmaster Ferrari 458 Italia Gaming Steering Wheel 4460094","PC",5,0,0,"N","Y","Five Stars","Works greater",2015-08-31
"98","US",24439106,"R2SB4XQBVNYZ0M","B00HK5IQ6S",512172051,"Genius Professional Colorful LED Backlit USB Wired Gaming/Backlight Keyboards","PC",4,0,0,"N","Y","Seems like a decent keyboard","I had to return this (for a reason I can't recall, sorry, but I think it wasn't due to any problems with the keyboard itself).  I'm pretty sure it worked fine, although I don't like the way they position the Enter key.  Apparently I'm used to Dell keyboards because I've used them for decades and now i'm used to the Enter key being horizontally long and the \ key being above it.  But it seems like most keyboards that I see these days have them switched, so when I use them I keep hitting / instead of Enter and it's infuriating.<br /><br />Sooner or later I'll have to adjust since it appears to be the standard for newer keyboards.  Gotta start reaching farther out for that Enter key!",2015-08-31
"99","US",11490310,"R2YB7JO9L5H8AP","B00SGNZM88",867561596,"Demupai 5.9 Feet MHL Micro USB to HDMI 1080P HDTV Adapter Cable for Samsung S3 / S4 / S5","PC",4,2,2,"N","Y","Disappointment","Cords don't last very long. Disappointment",2015-08-31
"100","US",29690412,"R3M577O1P8NBEJ","B00I80STNO",284695615,"Caffeine Molecule Molecular Model - 5"" Black Vinyl Decal Sticker Car Macbook Laptop","PC",5,0,0,"N","Y","Love it","Easy to apply. Very satisfied :D",2015-08-31
"101","US",50742188,"R3GH9ZSCAB2DGB","B001F6YRNO",240330755,"SanDisk 16 GB Class 4 microSDHC Flash Memory Card","PC",1,0,0,"N","Y","One Star","Horrible, never worked in any of my devices.  Kept being mounted and unmounted.",2015-08-31
"102","US",15851878,"R1QJ7VCTPGJMHZ","B00FXKLNMG",603743022,"19V 3.42A 65W Replacement AC Power Supply Charger Adapter P/N: PA-1650-80, NP.ADT11.00F, for Acer ChromeBook C720 C720P, CB3, CB5; C720-2800, C720-2848, C720-2802, C720P-2600, C720-2844, C720P-2625, C720-2420, C720P-2666, C720-2827, C720P-2834, C720P-2661","PC",2,0,0,"N","Y","Not very good quality.","Worked well for a while, but the pin broke after only a few months.  Not very good quality.",2015-08-31
